%time,field.x,field.y,field.z
1737472022471139160,-0.02064759014769862,-0.999786815786792,0.0
1737472022471139160,-0.02064759014769862,-0.999786815786792,0.0
1737472022481367196,-0.02064759014769862,-0.999786815786792,0.0
1737472022481367196,-0.02064759014769862,-0.999786815786792,0.0
1737472022492809276,-0.02064759014769862,-0.999786815786792,0.0
1737472022492809276,-0.02064759014769862,-0.999786815786792,0.0
1737472022503432330,-0.02064759014769862,-0.999786815786792,0.0
1737472022503432330,-0.02064759014769862,-0.999786815786792,0.0
1737472022513700131,-0.02064759014769862,-0.999786815786792,0.0
1737472022513700131,-0.02064759014769862,-0.999786815786792,0.0
1737472022524006162,-0.02064759014769862,-0.999786815786792,0.0
1737472022524006162,-0.02064759014769862,-0.999786815786792,0.0
1737472022534395648,-0.02064759014769862,-0.999786815786792,0.0
1737472022534395648,-0.02064759014769862,-0.999786815786792,0.0
1737472022544848933,-0.02064759014769862,-0.999786815786792,0.0
1737472022544848933,-0.02064759014769862,-0.999786815786792,0.0
1737472022555042154,-0.02064759014769862,-0.999786815786792,0.0
1737472022555042154,-0.02064759014769862,-0.999786815786792,0.0
1737472022565273477,-0.024183446605285458,-0.9997075376880427,0.0
1737472022565273477,-0.024183446605285458,-0.9997075376880427,0.0
1737472022575884356,-0.024183446605285458,-0.9997075376880427,0.0
1737472022575884356,-0.024183446605285458,-0.9997075376880427,0.0
1737472022586290199,-0.024183446605285458,-0.9997075376880427,0.0
1737472022586290199,-0.024183446605285458,-0.9997075376880427,0.0
1737472022596750473,-0.024183446605285458,-0.9997075376880427,0.0
1737472022596750473,-0.024183446605285458,-0.9997075376880427,0.0
1737472022606984571,-0.024183446605285458,-0.9997075376880427,0.0
1737472022606984571,-0.024183446605285458,-0.9997075376880427,0.0
1737472022617386253,-0.024183446605285458,-0.9997075376880427,0.0
1737472022617386253,-0.024183446605285458,-0.9997075376880427,0.0
1737472022627891045,-0.024183446605285458,-0.9997075376880427,0.0
1737472022627891045,-0.024183446605285458,-0.9997075376880427,0.0
1737472022638002664,-0.024183446605285458,-0.9997075376880427,0.0
1737472022638002664,-0.024183446605285458,-0.9997075376880427,0.0
1737472022648246870,-0.024183446605285458,-0.9997075376880427,0.0
1737472022648246870,-0.024183446605285458,-0.9997075376880427,0.0
1737472022658825580,-0.015905104816482697,-0.9998735058199996,0.0
1737472022668964741,-0.015905104816482697,-0.9998735058199996,0.0
1737472022668964741,-0.015905104816482697,-0.9998735058199996,0.0
1737472022679610538,-0.015905104816482697,-0.9998735058199996,0.0
1737472022679610538,-0.015905104816482697,-0.9998735058199996,0.0
1737472022690679391,-0.015905104816482697,-0.9998735058199996,0.0
1737472022690679391,-0.015905104816482697,-0.9998735058199996,0.0
1737472022701057598,-0.015905104816482697,-0.9998735058199996,0.0
1737472022701057598,-0.015905104816482697,-0.9998735058199996,0.0
1737472022711285764,-0.015905104816482697,-0.9998735058199996,0.0
1737472022711285764,-0.015905104816482697,-0.9998735058199996,0.0
1737472022721395178,-0.015905104816482697,-0.9998735058199996,0.0
1737472022721395178,-0.015905104816482697,-0.9998735058199996,0.0
1737472022731880243,-0.015905104816482697,-0.9998735058199996,0.0
1737472022731880243,-0.015905104816482697,-0.9998735058199996,0.0
1737472022742197785,-0.015905104816482697,-0.9998735058199996,0.0
1737472022742197785,-0.015905104816482697,-0.9998735058199996,0.0
1737472022753011744,-0.015905104816482697,-0.9998735058199996,0.0
1737472022753011744,-0.015905104816482697,-0.9998735058199996,0.0
1737472022763254908,-0.018133259135613405,-0.9998355789394178,0.0
1737472022763254908,-0.018133259135613405,-0.9998355789394178,0.0
1737472022773396514,-0.018133259135613405,-0.9998355789394178,0.0
1737472022773396514,-0.018133259135613405,-0.9998355789394178,0.0
1737472022783756055,-0.018133259135613405,-0.9998355789394178,0.0
1737472022783756055,-0.018133259135613405,-0.9998355789394178,0.0
1737472022794227497,-0.018133259135613405,-0.9998355789394178,0.0
1737472022794227497,-0.018133259135613405,-0.9998355789394178,0.0
1737472022804970101,-0.018133259135613405,-0.9998355789394178,0.0
1737472022804970101,-0.018133259135613405,-0.9998355789394178,0.0
1737472022815443835,-0.018133259135613405,-0.9998355789394178,0.0
1737472022815443835,-0.018133259135613405,-0.9998355789394178,0.0
1737472022826125918,-0.018133259135613405,-0.9998355789394178,0.0
1737472022826125918,-0.018133259135613405,-0.9998355789394178,0.0
1737472022836986382,-0.018133259135613405,-0.9998355789394178,0.0
1737472022836986382,-0.018133259135613405,-0.9998355789394178,0.0
1737472022847309924,-0.018133259135613405,-0.9998355789394178,0.0
1737472022847309924,-0.018133259135613405,-0.9998355789394178,0.0
1737472022857522234,-0.018133259135613405,-0.9998355789394178,0.0
1737472022857522234,-0.018133259135613405,-0.9998355789394178,0.0
1737472022867740502,-0.02295539787131479,-0.9997364901355604,0.0
1737472022867740502,-0.02295539787131479,-0.9997364901355604,0.0
1737472022878232530,-0.02295539787131479,-0.9997364901355604,0.0
1737472022878232530,-0.02295539787131479,-0.9997364901355604,0.0
1737472022888514847,-0.02295539787131479,-0.9997364901355604,0.0
1737472022888514847,-0.02295539787131479,-0.9997364901355604,0.0
1737472022898806743,-0.02295539787131479,-0.9997364901355604,0.0
1737472022898806743,-0.02295539787131479,-0.9997364901355604,0.0
1737472022908921088,-0.02295539787131479,-0.9997364901355604,0.0
1737472022908921088,-0.02295539787131479,-0.9997364901355604,0.0
1737472022919581900,-0.02295539787131479,-0.9997364901355604,0.0
1737472022919581900,-0.02295539787131479,-0.9997364901355604,0.0
1737472022930060662,-0.02295539787131479,-0.9997364901355604,0.0
1737472022930060662,-0.02295539787131479,-0.9997364901355604,0.0
1737472022940425567,-0.02295539787131479,-0.9997364901355604,0.0
1737472022940425567,-0.02295539787131479,-0.9997364901355604,0.0
1737472022950888531,-0.02295539787131479,-0.9997364901355604,0.0
1737472022950888531,-0.02295539787131479,-0.9997364901355604,0.0
1737472022960998977,-0.026403736328576108,-0.9996513605792227,0.0
1737472022960998977,-0.026403736328576108,-0.9996513605792227,0.0
1737472022971240349,-0.026403736328576108,-0.9996513605792227,0.0
1737472022971240349,-0.026403736328576108,-0.9996513605792227,0.0
1737472022981323425,-0.026403736328576108,-0.9996513605792227,0.0
1737472022981323425,-0.026403736328576108,-0.9996513605792227,0.0
1737472022991401603,-0.026403736328576108,-0.9996513605792227,0.0
1737472022991401603,-0.026403736328576108,-0.9996513605792227,0.0
1737472023001559288,-0.026403736328576108,-0.9996513605792227,0.0
1737472023001559288,-0.026403736328576108,-0.9996513605792227,0.0
1737472023012168785,-0.026403736328576108,-0.9996513605792227,0.0
1737472023012168785,-0.026403736328576108,-0.9996513605792227,0.0
1737472023022759857,-0.026403736328576108,-0.9996513605792227,0.0
