%time,field.x,field.y,field.z
1732437677047832651,0.9990164540802708,-0.04434100220881576,0.0
1732437677047832651,0.9990164540802708,-0.04434100220881576,0.0
1732437677058129682,0.9990164540802708,-0.04434100220881576,0.0
1732437677058129682,0.9990164540802708,-0.04434100220881576,0.0
1732437677068254202,0.9990164540802708,-0.04434100220881576,0.0
1732437677068254202,0.9990164540802708,-0.04434100220881576,0.0
1732437677078389540,0.9990164540802708,-0.04434100220881576,0.0
1732437677078389540,0.9990164540802708,-0.04434100220881576,0.0
1732437677088725438,0.9990164540802708,-0.04434100220881576,0.0
1732437677088725438,0.9990164540802708,-0.04434100220881576,0.0
1732437677099123764,0.9990164540802708,-0.04434100220881576,0.0
1732437677099123764,0.9990164540802708,-0.04434100220881576,0.0
1732437677109646751,0.9990164540802708,-0.04434100220881576,0.0
1732437677109646751,0.9990164540802708,-0.04434100220881576,0.0
1732437677120250734,0.9990164540802708,-0.04434100220881576,0.0
1732437677120250734,0.9990164540802708,-0.04434100220881576,0.0
1732437677130610202,0.9990164540802708,-0.04434100220881576,0.0
1732437677130610202,0.9990164540802708,-0.04434100220881576,0.0
1732437677141168039,0.9990164540802708,-0.04434100220881576,0.0
1732437677141168039,0.9990164540802708,-0.04434100220881576,0.0
1732437677151801848,0.99775963665319,-0.06690072843919131,0.0
1732437677151801848,0.99775963665319,-0.06690072843919131,0.0
1732437677162435937,0.99775963665319,-0.06690072843919131,0.0
1732437677162435937,0.99775963665319,-0.06690072843919131,0.0
1732437677172809201,0.99775963665319,-0.06690072843919131,0.0
1732437677172809201,0.99775963665319,-0.06690072843919131,0.0
1732437677183346440,0.99775963665319,-0.06690072843919131,0.0
1732437677183346440,0.99775963665319,-0.06690072843919131,0.0
1732437677193966733,0.99775963665319,-0.06690072843919131,0.0
1732437677193966733,0.99775963665319,-0.06690072843919131,0.0
1732437677204250461,0.99775963665319,-0.06690072843919131,0.0
1732437677204250461,0.99775963665319,-0.06690072843919131,0.0
1732437677215296997,0.99775963665319,-0.06690072843919131,0.0
1732437677215296997,0.99775963665319,-0.06690072843919131,0.0
1732437677225875533,0.99775963665319,-0.06690072843919131,0.0
1732437677225875533,0.99775963665319,-0.06690072843919131,0.0
1732437677236141358,0.99775963665319,-0.06690072843919131,0.0
1732437677236141358,0.99775963665319,-0.06690072843919131,0.0
1732437677246441536,0.9968442224588122,-0.07938259349810908,0.0
1732437677246441536,0.9968442224588122,-0.07938259349810908,0.0
1732437677256996553,0.9968442224588122,-0.07938259349810908,0.0
1732437677256996553,0.9968442224588122,-0.07938259349810908,0.0
1732437677267773933,0.9968442224588122,-0.07938259349810908,0.0
1732437677267773933,0.9968442224588122,-0.07938259349810908,0.0
1732437677277938328,0.9968442224588122,-0.07938259349810908,0.0
1732437677277938328,0.9968442224588122,-0.07938259349810908,0.0
1732437677288089038,0.9968442224588122,-0.07938259349810908,0.0
1732437677288089038,0.9968442224588122,-0.07938259349810908,0.0
1732437677298341878,0.9968442224588122,-0.07938259349810908,0.0
1732437677298341878,0.9968442224588122,-0.07938259349810908,0.0
1732437677308781075,0.9968442224588122,-0.07938259349810908,0.0
1732437677308781075,0.9968442224588122,-0.07938259349810908,0.0
1732437677319170248,0.9968442224588122,-0.07938259349810908,0.0
1732437677319170248,0.9968442224588122,-0.07938259349810908,0.0
1732437677329656693,0.9968442224588122,-0.07938259349810908,0.0
1732437677329656693,0.9968442224588122,-0.07938259349810908,0.0
1732437677339953885,0.9968442224588122,-0.07938259349810908,0.0
1732437677339953885,0.9968442224588122,-0.07938259349810908,0.0
1732437677350209240,0.9946694190618992,-0.10311521121087801,0.0
1732437677350209240,0.9946694190618992,-0.10311521121087801,0.0
1732437677360317982,0.9946694190618992,-0.10311521121087801,0.0
1732437677360317982,0.9946694190618992,-0.10311521121087801,0.0
1732437677370497755,0.9946694190618992,-0.10311521121087801,0.0
1732437677370497755,0.9946694190618992,-0.10311521121087801,0.0
1732437677380949566,0.9946694190618992,-0.10311521121087801,0.0
1732437677380949566,0.9946694190618992,-0.10311521121087801,0.0
1732437677391107900,0.9946694190618992,-0.10311521121087801,0.0
1732437677391107900,0.9946694190618992,-0.10311521121087801,0.0
1732437677401498164,0.9946694190618992,-0.10311521121087801,0.0
1732437677401498164,0.9946694190618992,-0.10311521121087801,0.0
1732437677413300789,0.9946694190618992,-0.10311521121087801,0.0
1732437677413300789,0.9946694190618992,-0.10311521121087801,0.0
1732437677423785460,0.9946694190618992,-0.10311521121087801,0.0
1732437677423785460,0.9946694190618992,-0.10311521121087801,0.0
1732437677434277885,0.9946694190618992,-0.10311521121087801,0.0
1732437677434277885,0.9946694190618992,-0.10311521121087801,0.0
1732437677444439025,0.9945794977152943,-0.10397895327609803,0.0
1732437677444439025,0.9945794977152943,-0.10397895327609803,0.0
1732437677454496651,0.9945794977152943,-0.10397895327609803,0.0
1732437677454496651,0.9945794977152943,-0.10397895327609803,0.0
1732437677464902816,0.9945794977152943,-0.10397895327609803,0.0
1732437677464902816,0.9945794977152943,-0.10397895327609803,0.0
1732437677475475351,0.9945794977152943,-0.10397895327609803,0.0
1732437677475475351,0.9945794977152943,-0.10397895327609803,0.0
1732437677485658160,0.9945794977152943,-0.10397895327609803,0.0
1732437677485658160,0.9945794977152943,-0.10397895327609803,0.0
1732437677495824068,0.9945794977152943,-0.10397895327609803,0.0
1732437677495824068,0.9945794977152943,-0.10397895327609803,0.0
1732437677506267454,0.9945794977152943,-0.10397895327609803,0.0
1732437677506267454,0.9945794977152943,-0.10397895327609803,0.0
1732437677516476872,0.9945794977152943,-0.10397895327609803,0.0
1732437677516476872,0.9945794977152943,-0.10397895327609803,0.0
1732437677527035450,0.9945794977152943,-0.10397895327609803,0.0
1732437677527035450,0.9945794977152943,-0.10397895327609803,0.0
