%time,field.data
1732437694855933813,1732437689.6409628
1732437694855933813,1732437689.6409628
1732437694866508904,1732437689.6409628
1732437694866508904,1732437689.6409628
1732437694877073625,1732437689.6409628
1732437694877073625,1732437689.6409628
1732437694887350962,1732437689.6409628
1732437694887350962,1732437689.6409628
1732437694897687098,1732437689.6409628
1732437694897687098,1732437689.6409628
1732437694908153414,1732437689.6409628
1732437694908153414,1732437689.6409628
1732437694918425704,1732437689.6409628
1732437694918425704,1732437689.6409628
1732437694928645133,1732437689.6409628
1732437694928645133,1732437689.6409628
1732437694939072199,1732437689.6409628
1732437694939072199,1732437689.6409628
1732437694949690781,1732437689.6409628
1732437694949690781,1732437689.6409628
1732437694960766904,1732437689.6409628
1732437694960766904,1732437689.6409628
1732437694971127586,1732437689.6409628
1732437694971127586,1732437689.6409628
1732437694981622859,1732437689.6409628
1732437694981622859,1732437689.6409628
1732437694991853018,1732437689.6409628
1732437694991853018,1732437689.6409628
1732437695002022975,1732437689.6409628
1732437695002022975,1732437689.6409628
1732437695002022975,1732437689.6409628
1732437695002022975,1732437689.6409628
1732437695022396080,1732437689.6409628
1732437695022396080,1732437689.6409628
1732437695032654562,1732437689.6409628
1732437695032654562,1732437689.6409628
1732437695042745955,1732437689.6409628
1732437695042745955,1732437689.6409628
1732437695053835714,1732437689.6409628
1732437695053835714,1732437689.6409628
1732437695064198680,1732437689.6409628
1732437695064198680,1732437689.6409628
1732437695074555054,1732437689.6409628
1732437695074555054,1732437689.6409628
1732437695084794351,1732437689.6409628
1732437695084794351,1732437689.6409628
1732437695095262231,1732437689.6409628
1732437695095262231,1732437689.6409628
1732437695105841311,1732437689.6409628
1732437695105841311,1732437689.6409628
1732437695116126882,1732437689.6409628
1732437695116126882,1732437689.6409628
1732437695126384252,1732437689.6409628
1732437695126384252,1732437689.6409628
1732437695136925851,1732437689.6409628
1732437695136925851,1732437689.6409628
1732437695147000583,1732437689.6409628
1732437695147000583,1732437689.6409628
1732437695157159328,1732437689.6409628
1732437695157159328,1732437689.6409628
1732437695167331359,1732437689.6409628
1732437695167331359,1732437689.6409628
1732437695177646836,1732437689.6409628
1732437695177646836,1732437689.6409628
1732437695187826381,1732437689.6409628
1732437695187826381,1732437689.6409628
1732437695198319160,1732437689.6409628
1732437695198319160,1732437689.6409628
1732437695208702904,1732437689.6409628
1732437695208702904,1732437689.6409628
1732437695218929133,1732437689.6409628
1732437695218929133,1732437689.6409628
1732437695229321408,1732437689.6409628
1732437695229321408,1732437689.6409628
1732437695239755836,1732437689.6409628
1732437695239755836,1732437689.6409628
1732437695250130331,1732437689.6409628
1732437695250130331,1732437689.6409628
1732437695260572428,1732437689.6409628
1732437695260572428,1732437689.6409628
1732437695270737035,1732437689.6409628
1732437695270737035,1732437689.6409628
1732437695281560308,1732437689.6409628
1732437695281560308,1732437689.6409628
1732437695291965935,1732437689.6409628
1732437695291965935,1732437689.6409628
1732437695302856752,1732437689.6409628
1732437695302856752,1732437689.6409628
1732437695313563858,1732437689.6409628
1732437695313563858,1732437689.6409628
