%time,field.data
1732437687754559663,0
1732437687754559663,0
1732437687765234107,0
1732437687765234107,0
1732437687775860530,0
1732437687775860530,0
1732437687786013480,0
1732437687786013480,0
1732437687796184523,0
1732437687796184523,0
1732437687806494753,0
1732437687806494753,0
1732437687817133294,0
1732437687817133294,0
1732437687827328561,0
1732437687827328561,0
1732437687837379390,0
1732437687837379390,0
1732437687847484641,0
1732437687847484641,0
1732437687857948488,0
1732437687857948488,0
1732437687868089966,0
1732437687868089966,0
1732437687878653988,0
1732437687878653988,0
1732437687889123185,0
1732437687889123185,0
1732437687899566513,0
1732437687899566513,0
1732437687909822283,0
1732437687909822283,0
1732437687920478828,0
1732437687920478828,0
1732437687931061816,0
1732437687931061816,0
1732437687941200129,0
1732437687941200129,0
1732437687951651222,0
1732437687951651222,0
1732437687961996027,0
1732437687961996027,0
1732437687972637744,0
1732437687972637744,0
1732437687983158085,0
1732437687983158085,0
1732437687993632060,0
1732437687993632060,0
1732437688004017271,0
1732437688004017271,0
1732437688014212318,0
1732437688014212318,0
1732437688024627987,0
1732437688024627987,0
1732437688035119093,0
1732437688035119093,0
1732437688045733329,0
1732437688045733329,0
1732437688056011200,0
1732437688056011200,0
1732437688066992409,0
1732437688066992409,0
1732437688077251125,0
1732437688077251125,0
1732437688087686719,0
1732437688087686719,0
1732437688097783112,0
1732437688097783112,0
1732437688109188909,0
1732437688109188909,0
1732437688119931410,0
1732437688119931410,0
1732437688130085606,0
1732437688130085606,0
1732437688140591016,0
1732437688140591016,0
1732437688150664841,0
1732437688150664841,0
1732437688160871049,0
1732437688160871049,0
1732437688171390079,0
1732437688171390079,0
1732437688181665927,0
1732437688181665927,0
1732437688191979264,0
1732437688191979264,0
1732437688202596525,0
1732437688202596525,0
1732437688213215250,0
1732437688213215250,0
1732437688223897492,0
1732437688223897492,0
1732437688234137182,0
1732437688234137182,0
1732437688244291705,0
1732437688244291705,0
1732437688254810945,0
1732437688254810945,0
1732437688265140642,0
1732437688265140642,0
1732437688275688194,0
1732437688275688194,0
1732437688285864617,0
1732437688285864617,0
1732437688296353316,0
1732437688296353316,0
1732437688306621973,0
1732437688306621973,0
1732437688316900776,0
1732437688316900776,0
1732437688327255661,0
1732437688327255661,0
1732437688337545815,0
1732437688337545815,0
1732437688348063542,0
1732437688348063542,0
1732437688358577311,0
1732437688358577311,0
1732437688368929208,0
1732437688368929208,0
1732437688379432762,0
1732437688379432762,0
1732437688390226100,0
1732437688390226100,0
1732437688400729110,0
1732437688400729110,0
1732437688410844800,0
1732437688410844800,0
1732437688420948408,0
1732437688420948408,0
1732437688431425435,0
1732437688431425435,0
1732437688442226922,0
1732437688442226922,0
1732437688452824324,0
1732437688452824324,0
1732437688463611462,0
1732437688463611462,0
1732437688473946593,0
1732437688473946593,0
1732437688484172818,0
1732437688484172818,0
1732437688494577922,0
1732437688494577922,0
1732437688504863147,0
1732437688504863147,0
1732437688515110215,0
1732437688515110215,0
1732437688525263735,0
1732437688525263735,0
1732437688535817368,0
1732437688535817368,0
1732437688546037151,0
1732437688546037151,0
1732437688556356391,0
1732437688556356391,0
1732437688566642377,0
1732437688566642377,0
1732437688577427757,0
1732437688577427757,0
1732437688587828129,0
1732437688587828129,0
1732437688597982161,0
1732437688597982161,0
1732437688608330614,0
1732437688608330614,0
1732437688618819887,0
1732437688618819887,0
1732437688629385723,0
1732437688629385723,0
1732437688639790180,0
1732437688639790180,0
1732437688650332152,0
1732437688650332152,0
1732437688660683951,0
1732437688660683951,0
1732437688671238613,0
1732437688671238613,0
1732437688681640297,0
1732437688681640297,0
1732437688692322780,0
1732437688692322780,0
1732437688702829587,0
1732437688702829587,0
1732437688713553368,0
1732437688713553368,0
1732437688724231463,0
1732437688724231463,0
1732437688734679680,0
1732437688734679680,0
1732437688744960837,0
1732437688744960837,0
1732437688755101344,0
1732437688755101344,0
1732437688765618159,0
1732437688765618159,0
1732437688775946313,0
1732437688775946313,0
1732437688786042436,0
1732437688786042436,0
1732437688796427879,0
1732437688796427879,0
1732437688806855969,0
1732437688806855969,0
1732437688816912919,0
1732437688816912919,0
1732437688827084983,0
1732437688827084983,0
1732437688837311080,0
1732437688837311080,0
1732437688847966302,0
1732437688847966302,0
1732437688858193228,0
1732437688858193228,0
1732437688868831399,0
1732437688868831399,0
1732437688879302710,0
1732437688879302710,0
1732437688889904674,0
1732437688889904674,0
1732437688900148882,0
1732437688900148882,0
1732437688910540965,0
1732437688910540965,0
1732437688921038534,0
1732437688921038534,0
1732437688931300443,0
1732437688931300443,0
1732437688941567177,0
1732437688941567177,0
1732437688951843896,0
1732437688951843896,0
1732437688962451911,0
1732437688962451911,0
1732437688972780466,0
1732437688972780466,0
1732437688982936180,0
1732437688982936180,0
1732437688993019380,0
1732437688993019380,0
1732437689003481994,0
1732437689003481994,0
1732437689013936233,0
1732437689013936233,0
1732437689024814502,0
1732437689024814502,0
1732437689034954185,0
1732437689034954185,0
1732437689045313597,0
1732437689045313597,0
1732437689055661598,0
1732437689055661598,0
1732437689066087155,0
1732437689066087155,0
1732437689076210699,0
1732437689076210699,0
1732437689086604305,0
1732437689086604305,0
1732437689097588018,0
1732437689097588018,0
1732437689107950266,0
1732437689107950266,0
1732437689118192682,0
1732437689118192682,0
1732437689128462478,0
1732437689128462478,0
1732437689138692089,0
1732437689138692089,0
1732437689148997964,0
1732437689148997964,0
1732437689159328603,0
1732437689159328603,0
1732437689169672566,0
1732437689169672566,0
1732437689179956906,0
1732437689179956906,0
1732437689190323126,0
1732437689190323126,0
1732437689201427112,0
1732437689201427112,0
1732437689211935107,0
1732437689211935107,0
1732437689222441949,0
1732437689222441949,0
1732437689232689571,0
1732437689232689571,0
1732437689242868037,0
1732437689242868037,0
1732437689253375086,0
1732437689253375086,0
1732437689263821321,0
1732437689263821321,0
1732437689274545988,0
1732437689274545988,0
1732437689284866101,0
1732437689284866101,0
1732437689295135398,0
1732437689295135398,0
1732437689305759753,0
1732437689305759753,0
1732437689316264015,0
1732437689316264015,0
1732437689326554409,0
1732437689326554409,0
1732437689337435929,0
1732437689337435929,0
1732437689347675763,0
1732437689347675763,0
1732437689358383941,0
1732437689358383941,0
1732437689368932099,0
1732437689368932099,0
1732437689379222292,0
1732437689379222292,0
1732437689389631036,0
1732437689389631036,0
1732437689400073926,0
1732437689400073926,0
1732437689410370611,0
1732437689410370611,0
1732437689420804242,0
1732437689420804242,0
1732437689430920213,0
1732437689430920213,0
1732437689441245252,0
1732437689441245252,0
1732437689451570671,0
1732437689451570671,0
1732437689462503811,0
1732437689462503811,0
1732437689472913487,0
1732437689472913487,0
1732437689483510902,0
1732437689483510902,0
1732437689493785707,0
1732437689493785707,0
1732437689503817483,0
1732437689503817483,0
1732437689514197754,0
1732437689514197754,0
1732437689524881929,0
1732437689524881929,0
1732437689535099830,0
1732437689535099830,0
1732437689545224557,0
1732437689545224557,0
1732437689555964366,0
1732437689555964366,0
1732437689566738931,0
1732437689566738931,0
1732437689577152795,0
1732437689577152795,0
1732437689587400200,0
1732437689587400200,0
1732437689598026798,0
1732437689598026798,0
1732437689608137811,0
1732437689608137811,0
1732437689618639107,0
1732437689618639107,0
1732437689628967121,0
1732437689628967121,0
1732437689640000282,0
1732437689640000282,0
1732437689650441111,0
1732437689650441111,0
1732437689660768534,0
1732437689660768534,0
1732437689671209038,0
1732437689671209038,0
1732437689681620298,0
1732437689681620298,0
1732437689691998775,0
1732437689691998775,0
1732437689702615044,0
1732437689702615044,0
1732437689714215805,0
1732437689714215805,0
1732437689724762717,0
1732437689724762717,0
1732437689735236151,0
1732437689735236151,0
1732437689746098718,0
1732437689746098718,0
1732437689756553730,0
1732437689756553730,0
1732437689767363697,0
1732437689767363697,0
1732437689777683128,0
1732437689777683128,0
1732437689787853611,0
1732437689787853611,0
1732437689798304293,0
1732437689798304293,0
1732437689809695042,0
1732437689809695042,0
1732437689819800061,0
1732437689819800061,0
1732437689830313832,0
1732437689830313832,0
1732437689840988931,0
1732437689840988931,0
1732437689851097327,0
1732437689851097327,0
1732437689861541579,0
1732437689861541579,0
1732437689871914934,0
1732437689871914934,0
1732437689882333068,0
1732437689882333068,0
1732437689892822254,0
1732437689892822254,0
1732437689903246988,0
1732437689903246988,0
1732437689913571114,0
1732437689913571114,0
1732437689924284932,0
1732437689924284932,0
1732437689934513767,0
1732437689934513767,0
1732437689944702662,0
1732437689944702662,0
1732437689955242350,0
1732437689955242350,0
1732437689965869381,0
1732437689965869381,0
1732437689976478739,0
1732437689976478739,0
1732437689987115076,0
1732437689987115076,0
1732437689997306898,0
1732437689997306898,0
1732437690007545306,0
1732437690007545306,0
1732437690017611242,0
1732437690017611242,0
1732437690028170828,0
1732437690028170828,0
1732437690038587748,0
1732437690038587748,0
1732437690049163112,0
1732437690049163112,0
1732437690059626594,0
1732437690059626594,0
1732437690070197164,0
1732437690070197164,0
1732437690081182149,0
1732437690081182149,0
1732437690091819208,0
1732437690091819208,0
1732437690102263059,0
1732437690102263059,0
1732437690112684407,0
1732437690112684407,0
1732437690122877700,0
1732437690122877700,0
1732437690132938806,0
1732437690132938806,0
1732437690143443272,0
1732437690143443272,0
1732437690153672522,0
1732437690153672522,0
1732437690164500597,0
1732437690164500597,0
1732437690174765624,0
1732437690174765624,0
1732437690185126210,0
1732437690185126210,0
1732437690195529444,0
1732437690195529444,0
1732437690205837741,0
1732437690205837741,0
1732437690216396316,0
1732437690216396316,0
1732437690226934070,0
1732437690226934070,0
1732437690237468023,0
1732437690237468023,0
1732437690248020630,0
1732437690248020630,0
1732437690258262744,0
1732437690258262744,0
1732437690268487647,0
1732437690268487647,0
1732437690278704025,0
1732437690278704025,0
1732437690289313242,0
1732437690289313242,0
1732437690299557121,0
1732437690299557121,0
1732437690310353115,0
1732437690310353115,0
1732437690320613533,0
1732437690320613533,0
1732437690330859325,0
1732437690330859325,0
1732437690341157925,0
1732437690341157925,0
1732437690351495103,0
