%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1732437676886548986,448870,1732437676886548986,world,2.981152296066284,1.2197555303573608,0.8570781946182251,8.143927698256448e-05,0.002749847015365958,0.0031118583865463734,0.9999913573265076
1732437676886570815,448871,1732437676886570815,world,2.9811575412750244,1.219780445098877,0.8570507764816284,9.344414138467982e-05,0.0027817359659820795,0.0031698723323643208,0.9999911785125732
1732437676896561787,448872,1732437676896561787,world,2.981156587600708,1.2197915315628052,0.8570467233657837,0.00017814127204474062,0.002791445003822446,0.0032279016450047493,0.9999909400939941
1732437676896581251,448873,1732437676896581251,world,2.9811692237854004,1.2198160886764526,0.8570315837860107,0.00020752289856318384,0.0027865832671523094,0.0032202776055783033,0.9999909996986389
1732437676896595042,448874,1732437676896595042,world,2.9811489582061768,1.2197935581207275,0.857053279876709,0.00022609739971812814,0.002805541967973113,0.0032464643009006977,0.9999908208847046
1732437676896606556,448877,1732437676896606556,world,2.981151819229126,1.2197734117507935,0.8570636510848999,6.653984019067138e-05,0.002745249541476369,0.0031153338495641947,0.9999914765357971
1732437676906542604,448878,1732437676906542604,world,2.981144666671753,1.2197538614273071,0.8570802807807922,0.00017790844140108675,0.002792059676721692,0.003209769958630204,0.9999909400939941
1732437676906554788,448879,1732437676906554788,world,2.981151819229126,1.2198034524917603,0.8570517897605896,0.00020356666937004775,0.002863076515495777,0.003305359510704875,0.9999904036521912
1732437676916550839,448880,1732437676916550839,world,2.9811513423919678,1.2197532653808594,0.8570865988731384,8.997211989481002e-05,0.00274292123503983,0.003118421183899045,0.9999914169311523
1732437676916564737,448881,1732437676916564737,world,2.9811365604400635,1.2197320461273193,0.857100784778595,8.461887045996264e-05,0.0028325426392257214,0.0031719941180199385,0.9999909996986389
