%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1732437677049033000,0,1732437677049033000,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677059299900,1,1732437677059299900,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677069471100,2,1732437677069471100,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677079667500,3,1732437677079667500,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677089770100,4,1732437677089770100,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677100051600,5,1732437677100051600,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677110495100,6,1732437677110495100,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677120920100,7,1732437677120920100,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677131536600,8,1732437677131536600,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677142265800,9,1732437677142265800,map,-0.003554259026068248,0.001318788579557294,0.0,0.0,0.0,-0.002222924021326492,0.9999975293013456
1732437677153125400,10,1732437677153125400,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677163695500,11,1732437677163695500,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677174165000,12,1732437677174165000,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677184840800,13,1732437677184840800,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677195053100,14,1732437677195053100,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677205482800,15,1732437677205482800,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
1732437677215774900,16,1732437677215774900,map,-0.009665211088857385,0.0005656638972644585,0.0,0.0,0.0,-0.00394178599473069,0.9999922311314082
