%time,field.data
1732437687754559663,1.0
1732437687754559663,1.0
1732437687765234107,1.0
1732437687765234107,1.0
1732437687775860530,1.0
1732437687775860530,1.0
1732437687786013480,1.0
1732437687786013480,1.0
1732437687796184523,1.0
1732437687796184523,1.0
1732437687806494753,1.0
1732437687806494753,1.0
1732437687817133294,1.0
1732437687817133294,1.0
1732437687827328561,1.0
1732437687827328561,1.0
1732437687837379390,1.0
1732437687837379390,1.0
1732437687847484641,1.0
1732437687847484641,1.0
1732437687857948488,1.0
1732437687857948488,1.0
1732437687868089966,1.0
1732437687868089966,1.0
1732437687878653988,1.0
1732437687878653988,1.0
1732437687889123185,1.0
1732437687889123185,1.0
1732437687899566513,1.0
1732437687899566513,1.0
1732437687909822283,1.0
1732437687909822283,1.0
1732437687920478828,1.0
1732437687920478828,1.0
1732437687931061816,1.0
1732437687931061816,1.0
1732437687941200129,1.0
1732437687941200129,1.0
1732437687951651222,1.0
1732437687951651222,1.0
1732437687961996027,1.0
1732437687961996027,1.0
1732437687972637744,1.0
1732437687972637744,1.0
1732437687983158085,1.0
1732437687983158085,1.0
1732437687993632060,1.0
1732437687993632060,1.0
1732437688004017271,1.0
1732437688004017271,1.0
1732437688014212318,1.0
1732437688014212318,1.0
1732437688024627987,1.0
1732437688024627987,1.0
1732437688035119093,1.0
1732437688035119093,1.0
1732437688045733329,1.0
1732437688045733329,1.0
1732437688056011200,1.0
1732437688056011200,1.0
1732437688066992409,1.0
1732437688066992409,1.0
1732437688077251125,1.0
1732437688077251125,1.0
1732437688087686719,1.0
1732437688087686719,1.0
1732437688097783112,1.0
1732437688097783112,1.0
1732437688109188909,1.0
1732437688109188909,1.0
1732437688119931410,1.0
1732437688119931410,1.0
1732437688130085606,1.0
1732437688130085606,1.0
1732437688140591016,1.0
1732437688140591016,1.0
1732437688150664841,1.0
1732437688150664841,1.0
1732437688160871049,1.0
1732437688160871049,1.0
1732437688171390079,1.0
1732437688171390079,1.0
1732437688181665927,1.0
1732437688181665927,1.0
1732437688191979264,1.0
1732437688191979264,1.0
1732437688202596525,1.0
